ConvertedCompYearly,Age,YearsCode,YearsCodePro,Country,EdLevel,DevType,Employment,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith
111892.0,35-44 years old,15,12,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Dart', 'Elixir', 'Erlang', 'Java', 'Rust']","['Dynamodb', 'Oracle', 'PostgreSQL', 'Redis', 'SQLite']","['Amazon Web Services (AWS)', 'Google Cloud']","['Phoenix', 'Spring Boot']","['Docker', 'Gradle', 'Kubernetes', 'Make', 'Maven (build tool)', 'Terraform']"
100000.0,45-54 years old,6,5,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'TypeScript']",['PostgreSQL'],"['Amazon Web Services (AWS)', 'Google Cloud']","['React', 'Vue.js']","['Chocolatey', 'Docker', 'Make', 'npm', 'NuGet', 'Vite', 'Webpack']"
87876.0,25-34 years old,9,8,Bulgaria,Some college/university study without earning a degree,"Developer, back-end","Employed, full-time","['Go', 'Rust']","['Dynamodb', 'PostgreSQL', 'Redis', 'Solr']","['Amazon Web Services (AWS)', 'Google Cloud', 'Microsoft Azure', 'VMware']",[],"['Homebrew', 'Kubernetes', 'Make', 'Pacman', 'Pip', 'Podman', 'Terraform']"
101910.0,55-64 years old,30,30,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Bash/Shell (all shells)', 'Go', 'HTML/CSS', 'JavaScript']","['MongoDB', 'Oracle', 'Redis']","['Amazon Web Services (AWS)', 'Microsoft Azure']","['Node.js', 'Vue.js']","['Docker', 'Homebrew', 'npm', 'Vite', 'Webpack']"
85350.0,45-54 years old,29,24,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Product manager,"Employed, full-time","['C#', 'TypeScript']",['Microsoft SQL Server'],"['Cloudflare', 'Microsoft Azure']","['ASP.NET CORE', 'Node.js']","['Docker', 'Kubernetes', 'NuGet', 'Visual Studio Solution']"
254776.0,25-34 years old,19,11,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","Employed, full-time","['C++', 'Java', 'Rust']",[],[],[],"['Google Test', 'Make']"
46887.0,18-24 years old,11,2,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']",['PostgreSQL'],[],['jQuery'],"['Maven (build tool)', 'npm', 'Pip']"
9324.0,18-24 years old,7,5,Brazil,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'F#', 'HTML/CSS', 'Java', 'JavaScript', 'Perl', 'PowerShell', 'Python', 'SQL', 'TypeScript', 'VBA', 'Visual Basic (.Net)']","['Microsoft SQL Server', 'MongoDB', 'Oracle', 'PostgreSQL', 'SQLite']",['Microsoft Azure'],"['Angular', 'AngularJS', 'ASP.NET', 'ASP.NET CORE', 'Blazor', 'jQuery', 'Node.js', 'React', 'Svelte']","['Docker', 'npm', 'NuGet', 'Pacman', 'Pip', 'pnpm', 'Visual Studio Solution', 'Vite']"
160000.0,25-34 years old,12,7,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"Employed, full-time","['Python', 'R', 'SQL']","['Databricks SQL', 'DuckDB']","['Databricks', 'Microsoft Azure']",[],['Pip']
31129.0,25-34 years old,18,11,Viet Nam,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Research & Development role,"Employed, full-time;Student, full-time","['Bash/Shell (all shells)', 'C#', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python']","['Couch DB', 'SQLite']",['OVH'],"['Django', 'React', 'WordPress']","['Ansible', 'APT', 'Docker', 'Gradle', 'Homebrew', 'Maven (build tool)', 'npm', 'Pacman', 'Pip', 'Unity 3D', 'Yarn']"
180000.0,25-34 years old,20,13,United States of America,Some college/university study without earning a degree,"Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Rust', 'SQL', 'TypeScript']","['Clickhouse', 'MariaDB', 'MongoDB', 'PostgreSQL', 'Redis', 'Supabase']","['Amazon Web Services (AWS)', 'Cloudflare', 'Colocation', 'Supabase']","['Express', 'NestJS', 'Node.js', 'Nuxt.js', 'Vue.js']","['APT', 'Bun', 'Composer', 'Docker', 'Homebrew', 'npm', 'pnpm', 'Vite']"
160000.0,35-44 years old,19,13,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell (all shells)', 'Clojure', 'Crystal', 'Dart', 'HTML/CSS', 'JavaScript', 'Lisp', 'Python', 'Ruby', 'SQL']","['Datomic', 'Elasticsearch', 'H2', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis', 'SQLite']","['Amazon Web Services (AWS)', 'Digital Ocean', 'Microsoft Azure', 'Netlify']","['Htmx', 'jQuery', 'React', 'Ruby on Rails', 'Vue.js', 'WordPress']","['Docker', 'Gradle', 'Homebrew', 'npm', 'Pip', 'Terraform', 'Webpack', 'Yarn']"
61789.0,25-34 years old,12,6,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'TypeScript']",['PostgreSQL'],['Amazon Web Services (AWS)'],"['React', 'Solid.js', 'Svelte']","['Pacman', 'Vite']"
45000.0,25-34 years old,5,4,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,"Employed, full-time;Independent contractor, freelancer, or self-employed","['JavaScript', 'SQL', 'TypeScript']","['Dynamodb', 'MongoDB', 'MySQL', 'PostgreSQL', 'SQLite']","['Amazon Web Services (AWS)', 'Google Cloud']","['NestJS', 'Node.js', 'React']","['Pip', 'Vite', 'Yarn']"
32222.0,25-34 years old,11,4,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time","['Bash/Shell (all shells)', 'Go', 'JavaScript', 'Python', 'TypeScript']","['Elasticsearch', 'MongoDB', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Vercel']","['Angular', 'AngularJS', 'Flask', 'Node.js']","['Docker', 'Gradle', 'npm']"
88073.0,25-34 years old,12,6,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, game or graphics","Employed, full-time","['C++', 'Rust']",[],['Google Cloud'],[],['Visual Studio Solution']
79481.0,35-44 years old,8,7,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, part-time","['Bash/Shell (all shells)', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'Solidity', 'SQL', 'TypeScript']","['Clickhouse', 'InfluxDB', 'Neo4J', 'PostgreSQL', 'SQLite']","['Amazon Web Services (AWS)', 'Hetzner', 'Vercel']","['Express', 'Flask', 'Next.js', 'Node.js', 'React']","['APT', 'Docker', 'Homebrew', 'Kubernetes', 'Make', 'npm', 'Yarn']"
62296.0,35-44 years old,13,10,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Product manager,"Employed, part-time","['Bash/Shell (all shells)', 'HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'PowerShell', 'Python', 'SQL']","['MariaDB', 'Microsoft Access', 'MySQL', 'SQLite']",['Cloudflare'],"['AngularJS', 'Django', 'Drupal', 'Flask', 'jQuery', 'Laravel', 'Node.js', 'WordPress']","['Composer', 'Docker', 'npm']"
96666.0,45-54 years old,10,8,Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time","['Objective-C', 'Python', 'Swift']",[],['Amazon Web Services (AWS)'],[],[]
1492.0,18-24 years old,5,2,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['Ruby', 'SQL']","['BigQuery', 'PostgreSQL', 'Redis']",[],['Ruby on Rails'],[]
17817.0,18-24 years old,7,2,Poland,Some college/university study without earning a degree,"Developer, back-end","Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Student, part-time","['C#', 'HTML/CSS', 'JavaScript']",['Microsoft SQL Server'],['Microsoft Azure'],"['ASP.NET CORE', 'jQuery']","['Docker', 'NuGet', 'Podman']"
160000.0,25-34 years old,14,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, embedded applications or devices","Employed, full-time","['Bash/Shell (all shells)', 'C', 'C++', 'Python', 'Rust', 'SQL']","['MariaDB', 'PostgreSQL', 'SQLite']",[],[],"['Docker', 'Google Test', 'Make', 'npm', 'Pacman']"
3294.0,18-24 years old,4,1,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, part-time","['JavaScript', 'PHP', 'SQL', 'TypeScript']","['MongoDB', 'MySQL']",[],"['Express', 'Node.js', 'React']","['npm', 'Vite']"
129602.0,35-44 years old,25,17,Denmark,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time","['C', 'C++', 'Dart', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['BigQuery', 'Cloud Firestore', 'InfluxDB', 'MongoDB', 'MySQL', 'Redis']","['Amazon Web Services (AWS)', 'Firebase', 'Google Cloud']","['Node.js', 'Vue.js']","['Composer', 'Docker', 'Gradle', 'Kubernetes', 'Pip']"
592.0,18-24 years old,6,3,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['JavaScript', 'TypeScript']","['Elasticsearch', 'Firebase Realtime Database', 'MariaDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL']","['Amazon Web Services (AWS)', 'Cloudflare', 'Digital Ocean', 'Firebase']","['Express', 'Fastify', 'NestJS', 'Next.js', 'React']","['APT', 'Docker', 'Homebrew', 'Make', 'npm', 'Pip', 'Vite', 'Webpack', 'Yarn']"
181732.0,45-54 years old,20,16,Canada,Some college/university study without earning a degree,"Developer, mobile","Employed, full-time","['Java', 'Kotlin', 'Objective-C', 'Ruby', 'Swift']",['SQLite'],['Microsoft Azure'],[],"['Dagger', 'Docker', 'Gradle', 'Homebrew', 'Maven (build tool)']"
55851.0,25-34 years old,8,3,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['Java', 'JavaScript']","['MongoDB', 'MySQL', 'PostgreSQL', 'SQLite']","['Amazon Web Services (AWS)', 'Digital Ocean', 'OVH']","['React', 'Spring Boot']","['Ansible', 'Docker', 'Kubernetes']"
61222.0,25-34 years old,18,10,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","Employed, full-time","['Bash/Shell (all shells)', 'C#', 'Java', 'Python']",[],[],[],"['Gradle', 'Maven (build tool)', 'MSBuild', 'NuGet', 'Visual Studio Solution']"
13302.0,45-54 years old,3,2,Argentina,Something else,"Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']","['PostgreSQL', 'SQLite']",[],"['Express', 'Next.js', 'Node.js', 'React']","['Homebrew', 'npm', 'Webpack']"
85925.0,25-34 years old,15,10,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['Bash/Shell (all shells)', 'Dart', 'Elixir', 'GDScript', 'Go', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'Ruby', 'SQL']","['MySQL', 'PostgreSQL', 'Redis', 'SQLite', 'Supabase']","['Amazon Web Services (AWS)', 'Cloudflare', 'Hetzner', 'Netlify', 'OpenStack', 'Render', 'Supabase', 'Vercel']","['Astro', 'Laravel', 'Nuxt.js', 'Phoenix', 'React', 'Remix', 'Ruby on Rails', 'Vue.js']","['Composer', 'Docker', 'Godot', 'Homebrew', 'npm', 'pnpm', 'Vite']"
250000.0,45-54 years old,40,24,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Other (please specify):,"Employed, full-time","['Bash/Shell (all shells)', 'C++', 'MATLAB']",[],[],[],['Make']
8723.0,25-34 years old,5,3,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['C#', 'C++', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'SQLite']","['Firebase', 'Microsoft Azure']","['ASP.NET', 'ASP.NET CORE', 'jQuery', 'Vue.js']","['MSBuild', 'NuGet', 'Visual Studio Solution']"
61710.0,35-44 years old,15,15,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",DevOps specialist,"Employed, full-time","['Bash/Shell (all shells)', 'Ruby', 'SQL']","['Cloud Firestore', 'Elasticsearch', 'InfluxDB', 'PostgreSQL', 'Redis']","['Amazon Web Services (AWS)', 'Cloudflare', 'Digital Ocean', 'Google Cloud']",[],"['Ansible', 'Docker', 'Kubernetes', 'Terraform']"
11963.0,25-34 years old,6,3,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end","Employed, full-time","['C++', 'Dart', 'HTML/CSS', 'JavaScript', 'Python']","['Firebase Realtime Database', 'MySQL', 'SQLite']","['Firebase', 'Heroku']","['Node.js', 'React']","['Docker', 'NuGet', 'Pip']"
48333.0,25-34 years old,12,7,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'MySQL', 'Oracle', 'RavenDB']","['Amazon Web Services (AWS)', 'Firebase', 'Microsoft Azure']","['Angular', 'React']","['Docker', 'Kubernetes', 'MSBuild', 'npm', 'NuGet', 'Visual Studio Solution']"
34609.0,25-34 years old,7,3,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['BigQuery', 'MySQL']","['Amazon Web Services (AWS)', 'Google Cloud']","['Express', 'NestJS', 'Next.js', 'React']","['Docker', 'Kubernetes', 'npm', 'Terraform', 'Vite']"
30000.0,25-34 years old,15,12,Turkey,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time;Independent contractor, freelancer, or self-employed","['SQL', 'TypeScript']",['PostgreSQL'],['Amazon Web Services (AWS)'],"['Express', 'NestJS', 'Next.js', 'Node.js', 'React', 'Strapi']","['Docker', 'Make', 'npm']"
130000.0,55-64 years old,42,30,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['C', 'C++', 'Go', 'Java', 'PHP', 'Python', 'Scala', 'SQL']","['MariaDB', 'MySQL']",[],[],"['Ansible', 'Podman', 'Terraform']"
118265.0,25-34 years old,6,6,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Developer Experience,"Employed, full-time","['Bash/Shell (all shells)', 'Go', 'JavaScript', 'Python', 'TypeScript']",['Dynamodb'],"['Amazon Web Services (AWS)', 'Cloudflare', 'Digital Ocean', 'Fly.io', 'Heroku']",['Htmx'],"['Homebrew', 'Make', 'npm', 'Pip', 'Terraform', 'Vite', 'Yarn']"
7.0,45-54 years old,40,20,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",System administrator,"Employed, part-time","['Apex', 'Bash/Shell (all shells)', 'PowerShell', 'Python', 'SQL']",['Oracle'],['Oracle Cloud Infrastructure (OCI)'],[],[]
98986.0,35-44 years old,15,12,Poland,Some college/university study without earning a degree,"Developer, full-stack","Independent contractor, freelancer, or self-employed","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'TypeScript', 'VBA', 'Visual Basic (.Net)']",['Microsoft SQL Server'],"['Google Cloud', 'Microsoft Azure']","['Angular', 'AngularJS', 'ASP.NET', 'ASP.NET CORE']","['Homebrew', 'MSBuild', 'npm', 'NuGet', 'Visual Studio Solution']"
18649.0,35-44 years old,15,10,Brazil,Some college/university study without earning a degree,"Developer, full-stack","Independent contractor, freelancer, or self-employed","['Clojure', 'Python', 'SQL']","['Databricks SQL', 'Datomic', 'PostgreSQL', 'Redis']","['Amazon Web Services (AWS)', 'Heroku']",[],"['Docker', 'Terraform']"
96000.0,25-34 years old,12,10,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['Bash/Shell (all shells)', 'Elixir', 'JavaScript', 'Python', 'SQL', 'Swift', 'TypeScript']",['PostgreSQL'],"['Fly.io', 'Google Cloud']","['Node.js', 'Phoenix', 'Svelte']","['Docker', 'Homebrew']"
280000.0,65 years or older,More than 50 years,45,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"Employed, full-time","['Bash/Shell (all shells)', 'JavaScript', 'Python', 'Rust', 'TypeScript']","['Databricks SQL', 'Dynamodb', 'Neo4J']",['Amazon Web Services (AWS)'],"['FastAPI', 'Flask', 'Node.js']","['Docker', 'Kubernetes', 'Maven (build tool)', 'npm']"
18399.0,25-34 years old,6,5,Indonesia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, mobile","Employed, full-time",['Swift'],[],"['Firebase', 'Vercel']",[],[]
25777.0,65 years or older,More than 50 years,More than 50 years,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications","Independent contractor, freelancer, or self-employed","['Assembly', 'Bash/Shell (all shells)', 'C', 'Cobol', 'Delphi', 'Fortran', 'MATLAB', 'PHP', 'PowerShell', 'Python', 'SQL', 'VBA', 'Visual Basic (.Net)']","['MariaDB', 'Microsoft Access', 'Microsoft SQL Server', 'Oracle', 'PostgreSQL', 'SQLite']",[],[],"['Make', 'Visual Studio Solution']"
141000.0,25-34 years old,20,10,United States of America,Some college/university study without earning a degree,"Developer, desktop or enterprise applications","Employed, full-time","['Cobol', 'Python', 'SQL']",[],['Microsoft Azure'],[],['Pip']
150000.0,45-54 years old,30,28,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Employed, full-time","['Go', 'HTML/CSS', 'Perl', 'PHP']","['Elasticsearch', 'IBM DB2', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis']","['Amazon Web Services (AWS)', 'Google Cloud', 'Microsoft Azure']",[],"['Docker', 'Homebrew', 'Kubernetes']"
112777.0,35-44 years old,35,18,Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Data scientist or machine learning specialist,"Employed, full-time;Student, part-time","['Java', 'JavaScript', 'Python', 'R', 'SQL', 'VBA']",['Databricks SQL'],"['Databricks', 'Microsoft Azure']",[],[]
94474.0,45-54 years old,28,25,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Product manager,"Employed, full-time","['C', 'Python']","['Microsoft SQL Server', 'Redis']","['Amazon Web Services (AWS)', 'Cloudflare', 'Google Cloud', 'Microsoft Azure']",[],"['APT', 'Make', 'Pip']"
1481.0,25-34 years old,14,9,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']","['MySQL', 'Redis', 'Solr']","['Amazon Web Services (AWS)', 'Cloudflare']","['Drupal', 'jQuery', 'Symfony', 'Vue.js']","['Docker', 'Vite', 'Webpack', 'Yarn']"
107406.0,25-34 years old,17,17,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",System administrator,"Employed, full-time","['Bash/Shell (all shells)', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL']","['Cockroachdb', 'MariaDB', 'Solr', 'SQLite']",['OpenStack'],"['FastAPI', 'Flask']","['Ansible', 'Pip']"
60481.0,18-24 years old,13,1,Canada,Some college/university study without earning a degree,"Developer, embedded applications or devices","Employed, full-time;Student, part-time","['Assembly', 'Bash/Shell (all shells)', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'PHP', 'Python', 'SQL', 'TypeScript']","['Dynamodb', 'MariaDB', 'MySQL', 'SQLite']","['Amazon Web Services (AWS)', 'Digital Ocean', 'Google Cloud', 'Managed Hosting']",['Angular'],"['Ant', 'Make', 'Maven (build tool)', 'Pip']"
83777.0,35-44 years old,18,15,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, embedded applications or devices","Employed, full-time","['Bash/Shell (all shells)', 'C++', 'Python']",[],"['Microsoft Azure', 'VMware']",[],"['APT', 'Docker', 'Make', 'Ninja', 'Pacman']"
94517.0,55-64 years old,44,42,Netherlands,Some college/university study without earning a degree,Other (please specify):,"Employed, full-time","['Assembly', 'Bash/Shell (all shells)', 'C#', 'C++', 'Delphi', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'SQL', 'TypeScript']","['Microsoft SQL Server', 'MySQL', 'PostgreSQL']",['Microsoft Azure'],"['Angular', 'jQuery']","['Docker', 'Make', 'Maven (build tool)', 'MSBuild', 'NuGet']"
